course_interest,First Name,Middle Name,Last Name,financial_support_self,geo_flex,self_development,internal_id,applicant_day_date,pass
Engineering,Angeline,,Rewbottom,True,False,True,184,2019/03/12,False
Business,Angie,,Pockey,True,True,False,185,2019/05/21,False
Engineering,Ania,,Silver,True,False,True,186,2019/03/19,False
Data,Anica,,Vallis,True,True,True,187,2019/03/26,True
Business,Ann,,Iannello,True,True,True,188,2019/09/05,True
Data,Anna,,Lamperti,True,True,True,189,2019/09/04,True
Engineering,Annabela,,Brackenridge,True,True,True,190,2019/07/23,True
Engineering,Annadiana,,Lumsden,False,True,True,191,2019/10/30,False
Business,Annalise,,Easom,False,True,False,192,2019/04/16,False
Engineering,Annamaria,,Redhole,True,False,True,193,2019/07/26,False
Business,Annie,,Ibbotson,True,False,True,194,2019/07/25,False
Data,Annie,,Rosa,True,False,True,195,2019/02/06,False
Business,Annora,,Mensler,True,True,False,196,2019/11/20,False
Engineering,Anselm,,Marrow,True,True,True,197,2019/03/14,False
Business,Anselma,,Pavelin,True,True,True,198,2019/08/21,False
Data,Anselma,,Pawlett,True,True,True,199,2019/08/21,True
Engineering,Anthiathia,,Broad,True,True,True,200,2019/11/12,True
Engineering,Anthiathia,,Guirau,True,True,True,201,2019/11/05,True
Data,Anton,,Isaacs,True,True,True,202,2019/03/13,False
Data,Antonetta,,Rustedge,True,True,True,203,2019/09/24,True
Business,Antoni,,Caney,True,True,True,204,2019/07/11,True
Engineering,Antoni,,Sparhawk,True,True,True,205,2019/03/13,True
Data,Antonia,,Mackaig,True,True,True,206,2019/02/13,True
Data,Antonie,,Coram,True,True,True,207,2019/07/25,True
Engineering,Antonius,,Heape,True,True,True,208,2019/07/17,True
Business,Antony,,Eckert,True,True,True,209,2019/10/02,True
Data,Any,,Shotbolt,True,False,True,210,2019/10/17,False
Business,Appolonia,,Jovis,False,False,True,211,2019/08/29,False
Data,Ara,,Loggie,True,True,True,212,2019/07/02,True
Data,Arabella,,Walklate,True,True,False,213,2019/09/03,False
Engineering,Arch,,Cookley,True,False,True,214,2019/08/20,False
Business,Archaimbaud,,Buller,False,True,True,215,2019/01/17,False
Data,Archambault,,Evanson,True,True,True,216,2019/10/31,True
Business,Archer,,Hobben,True,True,True,217,2019/08/14,False
Engineering,Archibold,,Spikeings,True,True,True,218,2019/11/06,True
Data,Arda,,Disbrow,True,True,True,219,2019/02/13,True
Data,Ardelis,,Gylle,True,False,True,220,2019/04/04,False
Engineering,Arden,,Tolossi,True,True,True,221,2019/12/19,False
Data,Ardis,,Staniland,False,True,True,222,2019/07/02,False
Engineering,Ardys,,Ruppele,True,True,False,223,2019/05/29,False
Engineering,Arielle,,Donati,True,False,True,224,2019/10/30,False
Engineering,Arleen,,Mcallan,True,True,True,225,2019/04/09,True
Data,Arlen,,Meacher,True,True,True,226,2019/04/11,True
Data,Arlette,,Pickles,False,True,True,227,2019/07/11,False
Business,Arley,,Dangl,True,True,True,228,2019/02/06,True
Engineering,Arley,,Pinnegar,False,True,True,229,2019/02/05,False
Data,Arleyne,,Witch,True,True,True,230,2019/09/26,True
Data,Arlin,,Leman,True,True,True,231,2019/04/30,True
Data,Arman,,Boribal,True,True,True,232,2019/09/04,True
Engineering,Armando,,Schirak,True,True,True,233,2019/09/04,True
Business,Arne,,Dybell,True,True,True,234,2019/11/20,True
Engineering,Arny,,Coorington,True,True,True,235,2019/08/14,True
Data,Arny,,Dobrowolny,True,True,True,236,2019/11/19,True
Engineering,Arron,,Cuerdall,True,True,True,237,2019/08/08,True
Business,Art,,Mitkin,True,False,True,238,2019/01/31,False
Engineering,Artair,,Cartman,True,True,True,239,2019/03/19,True
Engineering,Artair,,Rois,True,True,True,240,2019/03/20,True
Engineering,Arte,,Dimbylow,True,True,False,241,2019/01/22,False
Data,Artemas,,Bewlay,True,True,True,242,2019/05/08,True
Engineering,Artur,,Domaschke,True,True,True,243,2019/05/23,True
Business,Arty,,Indruch,True,True,True,244,2019/07/02,True
Engineering,Arvy,,Myrkus,True,True,True,245,2019/09/05,False
Business,Ash,,Hannon,True,True,True,246,2019/04/17,True
Business,Ashbey,,Seakes,False,True,True,247,2019/07/18,False
Business,Ashby,,Capener,True,True,True,248,2019/07/18,False
Engineering,Ashely,,Brittles,True,True,True,249,2019/10/17,True
Data,Ashley,,Dempsey,True,True,True,250,2019/02/27,True
Engineering,Ashley,,Fitzharris,True,False,True,251,2019/03/07,False
Engineering,Ashley,,Fudge,True,True,True,252,2019/03/19,True
Engineering,Ashley,,Woodvine,True,True,True,253,2019/10/29,True
Data,Ashlie,,Siveter,True,True,True,254,2019/03/26,True
Business,Ashlin,,Shone,True,True,True,255,2019/10/03,True
Business,Athene,,Bozworth,True,True,True,256,2019/07/06,True
Business,Auberon,,Hatter,True,True,True,257,2019/05/07,True
Data,Auberon,,O'Quin,True,True,True,258,2019/05/02,True
Business,Auberon,,Werny,True,True,True,259,2019/07/11,True
Business,Aubert,,Cawtheray,True,True,True,260,2019/03/27,True
Data,Aubert,,Cicerone,False,True,True,261,2019/08/06,False
Data,Aubert,,Greally,True,True,False,262,2019/02/12,False
Engineering,Auberta,,Ruddick,True,True,True,263,2019/04/11,True
Business,Audi,,Westmacott,True,True,True,264,2019/03/07,True
Business,Audie,,Pearman,True,True,True,265,2019/11/21,True
Engineering,Audra,,Boodell,True,True,True,266,2019/07/20,True
Business,Audre,,Thomerson,False,True,True,267,2019/02/12,False
Engineering,Audrye,,Knightley,True,True,True,268,2019/10/02,False
Business,Audrye,,Tobias,True,True,True,269,2019/02/26,True
Business,Audrye,,Walkingshaw,True,True,True,270,2019/07/13,True
Data,Augusta,,Gilfoy,True,True,True,271,2019/10/29,True
Business,Auguste,,Armstead,True,True,True,272,2019/02/28,True
Engineering,Augustin,,Tabrett,False,True,True,273,2019/07/05,False
Engineering,Augustin,,Winters,True,True,True,274,2019/04/09,True
Engineering,Augustine,,Sultana,True,True,True,275,2019/12/05,True
Business,Augustus,,Clowney,False,True,False,276,2019/11/21,False
Data,Augustus,,Korba,True,False,True,277,2019/05/14,False
Data,Aura,,Louche,True,True,True,278,2019/07/04,True
Data,Aurelea,,Leason,True,True,True,279,2019/07/25,True
Engineering,Auria,,Shafto,True,True,True,280,2019/09/19,False
Engineering,Aurora,,Jimson,True,True,True,281,2019/07/27,True
Engineering,Austin,,Brister,True,True,True,282,2019/01/23,True
Business,Ave,,Waudby,True,True,True,283,2019/04/25,True
Engineering,Averill,,Pickance,True,False,True,284,2019/09/17,False
Business,Avictor,,Moorey,True,False,True,285,2019/07/17,False
Data,Aviva,,Duddan,True,True,True,286,2019/01/23,False
Engineering,Avivah,,Lynas,True,True,True,287,2019/03/14,True
Engineering,Avram,,Dank,True,False,False,288,2019/02/07,False
Business,Avrit,,Gawith,True,True,True,289,2019/08/15,True
Business,Axe,,Mckall,True,True,True,290,2019/08/15,True
Business,Axel,,Scatchar,True,True,True,291,2019/04/09,True
Data,Babara,,Veazey,True,True,True,292,2019/09/26,True
Engineering,Babette,,Mcgloughlin,True,True,True,293,2019/04/03,True
Business,Babita,,Bramsen,True,False,True,294,2019/09/04,False
Business,Babita,,Heigho,False,True,True,295,2019/01/10,False
Engineering,Babita,,Tabourin,True,True,False,296,2019/07/18,False
Business,Bailey,,Antrim,True,True,True,297,2019/04/25,True
Engineering,Baily,,Camidge,True,True,True,298,2019/07/20,True
Data,Baird,,Reynoollds,True,True,True,299,2019/09/12,True
Data,Balduin,,Culleton,True,True,True,300,2019/08/13,False
Business,Baldwin,,Macbey,True,True,True,301,2019/09/10,True
Business,Bambi,,Earthfield,True,True,True,302,2019/12/10,True
Business,Bambi,,See,True,True,True,303,2019/07/04,True
Business,Bamby,,Halksworth,True,True,True,304,2019/11/21,True
Engineering,Barbabas,,Huygens,True,True,True,305,2019/02/19,True
Engineering,Barbette,,Sorton,True,True,True,306,2019/07/27,True
Data,Barbey,,Rickertsen,True,True,True,307,2019/04/30,False
Business,Barbra,,Polleye,True,True,True,308,2019/07/18,True
Business,Barclay,,Morter,True,True,False,309,2019/07/30,False
Business,Barde,,Mcgeneay,True,True,True,310,2019/03/14,False
Business,Bari,,Streatfield,True,True,True,311,2019/07/11,True
Data,Barnabas,,Crinion,True,True,True,312,2019/01/17,True
Engineering,Barnie,,Jersh,True,True,True,313,2019/10/10,True
Business,Barrie,,Baumler,True,True,True,314,2019/10/22,True
Data,Barrie,,Schruurs,True,True,True,315,2019/02/14,True
Engineering,Bart,,Bouttell,False,False,True,316,2019/04/09,False
Business,Bart,,Godilington,True,True,True,317,2019/01/17,True
Data,Bartholomeo,,Keatley,True,True,True,318,2019/10/10,True
Engineering,Barton,,Harpin,False,True,True,319,2019/09/12,False
Business,Barton,,Moar,True,True,True,320,2019/12/03,True
Engineering,Bary,,Boatman,True,True,True,321,2019/01/08,False
Data,Bary,,Brambley,False,True,True,322,2019/03/07,False
Business,Bary,,Fendlen,True,True,True,323,2019/07/18,False
Engineering,Bax,,Sweetman,True,True,True,324,2019/07/26,True
Data,Bayard,,Stuckow,True,True,True,325,2019/07/09,True
Data,Bear,,Birrane,True,True,True,326,2019/10/08,True
Engineering,Bear,,Blacksell,True,True,True,327,2019/04/23,True
Business,Beauregard,,Cornehl,True,True,True,328,2019/07/02,True
Data,Beauregard,,Hould,True,True,True,329,2019/07/30,True
Business,Beckie,,Aveling,True,True,True,330,2019/08/22,False
Engineering,Beilul,,Crannach,True,True,True,331,2019/12/03,True
Business,Belia,,Losseljong,True,True,False,332,2019/07/27,False
Data,Belia,,Murrigans,True,True,True,333,2019/10/03,True
Data,Bella,,Durtnal,True,True,True,334,2019/09/26,True
Engineering,Bella,,Tarbox,True,True,True,335,2019/03/12,True
Data,Belle,,Catherall,True,True,True,336,2019/07/11,True
Data,Beltran,,Jolly,True,True,True,337,2019/09/18,True
Business,Benedick,,Arnhold,True,True,True,338,2019/02/13,True
Business,Benedick,,Bernardeau,True,True,True,339,2019/04/02,True
Data,Benedicto,,Hundey,True,True,True,340,2019/05/21,True
Data,Benedikt,,Cohani,True,True,True,341,2019/07/06,True
Data,Benedikt,,Scogings,True,True,True,342,2019/05/16,True
Engineering,Benita,,Downgate,True,True,True,343,2019/12/05,True
Data,Benita,,Enefer,True,True,True,344,2019/07/11,True
Engineering,Benita,,Robbel,True,True,True,345,2019/05/30,True
Engineering,Benjamen,,Harrow,True,True,True,346,2019/02/20,True
Engineering,Benjamin,,Chastand,True,True,True,347,2019/07/31,True
Engineering,Bennie,,Latan,True,False,True,348,2019/05/30,False
Data,Benny,,Tichelaar,True,False,False,349,2019/08/21,False
Data,Benson,,Syncke,False,True,True,350,2019/05/01,False
Engineering,Bentlee,,Meugens,True,True,False,351,2019/01/08,False
Data,Benton,,Cullen,True,True,True,352,2019/11/27,True
Business,Beret,,Devonside,False,True,True,353,2019/08/15,False
Business,Berkie,,Brusby,True,True,True,354,2019/07/06,True
Engineering,Berkly,,Fishleigh,True,False,True,355,2019/12/17,False
Business,Berky,,Bailey,True,True,True,356,2019/08/28,True
Data,Berky,,Slatten,True,True,True,357,2019/01/08,True
Data,Bernadette,,Gerardi,True,True,True,358,2019/01/17,True
Business,Bernadette,O',Timony,True,True,True,359,2019/05/23,True
Data,Bernadine,,Sinkin,True,True,True,360,2019/05/01,True
Engineering,Bernelle,,Longhorne,True,True,True,361,2019/01/23,True
Data,Bernhard,,Birchall,True,True,True,362,2019/12/04,True
Engineering,Berni,,Bonham,False,True,True,363,2019/12/03,False
Data,Berni,,Torra,True,True,True,364,2019/12/11,True
Engineering,Bernice,,Niblett,True,True,True,365,2019/05/01,True
Data,Berny,,Botler,True,True,True,366,2019/08/06,True
Engineering,Berri,,Cocklin,True,True,False,367,2019/05/14,False
Business,Berry,,Codd,False,False,True,368,2019/04/04,False
Business,Berry,,Freed,True,True,True,369,2019/08/29,True
Business,Berry,,Gammel,True,False,True,370,2019/12/11,False
Data,Bert,,Spall,True,True,True,371,2019/02/21,True
Data,Bertha,,Burchfield,True,True,True,372,2019/09/10,True
Data,Berti,,Dennehy,True,True,True,373,2019/08/22,False
Data,Berti,,Nayer,True,True,True,374,2019/07/02,True
Engineering,Bertie,,Macafee,True,True,True,375,2019/05/30,True
Data,Bertram,,Esgate,True,True,True,376,2019/07/30,True
Business,Berty,,Huban,True,True,True,377,2019/07/18,True
Engineering,Beryle,,D'Antonio,False,False,True,378,2019/02/13,False
Data,Bessy,,Turpie,True,False,True,379,2019/12/11,False
Engineering,Beth,,Tiner,True,True,True,380,2019/04/17,True
Business,Bethanne,,Este,True,False,True,381,2019/07/06,False
Engineering,Bethany,,Challicum,True,True,True,382,2019/11/21,True
Data,Bette-Ann,,Lemmers,False,False,True,383,2019/03/19,False
Data,Betteann,,Bridgeland,True,True,False,384,2019/03/12,False
Data,Betty,,Lamlin,True,True,False,385,2019/07/10,False
Engineering,Bettye,,Di Napoli,True,False,True,386,2019/01/23,False
Data,Bev,,Ferri,True,True,True,387,2019/11/19,True
Business,Beverie,,Moberley,True,True,True,388,2019/01/22,True
Business,Beverlie,,Newhouse,True,True,True,389,2019/12/18,True
Data,Bevon,,Clayworth,True,True,True,390,2019/09/17,True
Business,Bevon,,Detoile,True,True,True,391,2019/07/03,True
Engineering,Bevon,,Mustill,True,False,False,392,2019/08/15,False
Data,Bibbie,,Gosford,True,True,True,393,2019/11/27,True
Business,Bibi,,Mastrantone,True,True,True,394,2019/05/09,True
Business,Biddy,,Rapps,True,True,True,395,2019/04/17,True
Business,Bidget,,Macarthur,True,True,True,396,2019/07/12,True
Business,Bil,,Pears,True,True,True,397,2019/11/27,True
Business,Bill,,Pendlebury,False,True,True,398,2019/07/18,False
Engineering,Billi,,Narraway,True,True,True,399,2019/07/18,False
Engineering,Bird,,Hatfield,True,True,True,400,2019/07/20,True
Business,Bird,,Le Count,True,True,True,401,2019/08/22,False
Engineering,Blair,,Woollhead,False,True,True,402,2019/07/18,False
Engineering,Blake,,Nunson,True,True,True,403,2019/08/01,True
Data,Blakeley,,Strood,True,True,True,404,2019/08/06,True
Engineering,Blane,,Manderson,False,True,True,405,2019/09/17,False
Business,Blayne,,Jenne,True,True,True,406,2019/05/29,True
Data,Blisse,,Vinick,True,True,False,407,2019/12/05,False
Engineering,Blondelle,,Jaan,True,False,False,408,2019/12/17,False
Data,Blondy,,Docker,True,True,True,409,2019/10/02,False
Engineering,Blondy,,Fearnall,True,True,True,410,2019/07/04,True
Engineering,Bo,,Fargie,True,True,True,411,2019/08/28,True
Data,Bob,,Rogerson,True,True,True,412,2019/08/07,True
Business,Bobbye,,Hains,True,True,True,413,2019/02/26,True
Engineering,Bobine,,Advani,True,True,True,414,2019/10/10,True
Business,Bond,,Kimmel,True,True,True,415,2019/02/07,True
Engineering,Bondon,,Josselson,True,False,True,416,2019/08/15,False
Engineering,Bondon,,Smethurst,True,True,True,417,2019/05/07,True
Engineering,Boniface,,Tansley,True,True,True,418,2019/09/17,True
Business,Boote,,Moan,True,True,True,419,2019/08/20,True
Business,Booth,,Coweuppe,True,True,True,420,2019/02/21,True
Business,Bord,,Ollin,False,True,True,421,2019/08/14,False
Data,Bourke,,Belsey,True,True,False,422,2019/07/19,False
Data,Bowie,,Endersby,True,True,True,423,2019/07/16,True
Data,Bowie,,Nolton,True,True,True,424,2019/03/07,True
Engineering,Boycey,,Matushenko,False,True,True,425,2019/04/25,False
Engineering,Brad,,Coleyshaw,True,True,True,426,2019/07/30,True
Data,Bradan,,Wickman,True,False,True,427,2019/09/19,False
Business,Brandais,,Reiner,True,True,True,428,2019/08/22,True
Business,Brander,,Vicent,True,True,True,429,2019/11/27,True
Data,Brandi,,Alvarado,False,True,True,430,2019/05/08,False
Engineering,Brandi,,Fennessy,True,True,True,431,2019/11/13,False
Business,Brandie,,Birkin,True,False,True,432,2019/09/18,False
Business,Brandise,,Moston,True,True,True,433,2019/07/18,True
Data,Brandon,,Lotherington,True,True,True,434,2019/12/03,True
Data,Brandy,,Iannazzi,True,True,True,435,2019/07/04,True
Business,Brandyn,,Macclinton,True,True,True,436,2019/02/14,True
Data,Bren,,Tomei,True,True,True,437,2019/10/03,True
